,latitude,longitude,geometry
978,37.805289,-122.404448,POINT (-122.404448 37.805289)
979,37.797435,-122.403175,POINT (-122.403175 37.797435)
983,37.7797255,-122.4020593,POINT (-122.4020593 37.7797255)
984,37.5552776,-122.2997532,POINT (-122.2997532 37.5552776)
985,37.425359,-122.1389633,POINT (-122.1389633 37.425359)
986,35.3846,-80.786532,POINT (-80.78653199999999 35.3846)
987,37.392428,-122.072479,POINT (-122.072479 37.392428)
988,37.630551,-122.422113,POINT (-122.422113 37.630551)
989,37.527315,-122.263434,POINT (-122.263434 37.527315)
991,37.779097,-122.39365,POINT (-122.39365 37.779097)
991,-33.867139,151.207114,POINT (151.207114 -33.867139)
991,51.500152,-0.126236,POINT (-0.126236 51.500152)
992,37.791068,-122.401942,POINT (-122.401942 37.791068)
993,33.581675,-117.726176,POINT (-117.726176 33.581675)
994,38.048906,-84.499838,POINT (-84.499838 38.048906)
995,28.4404308,77.0789194,POINT (77.0789194 28.4404308)
996,37.7893215,-122.4013624,POINT (-122.4013624 37.7893215)
997,47.490346,19.059078,POINT (19.059078 47.490346)
998,51.5112139,-0.1198244,POINT (-0.1198244 51.5112139)
999,40.755253,-73.992152,POINT (-73.992152 40.755253)
1001,37.400689,-122.0572,POINT (-122.0572 37.400689)
1002,37.775196,-122.419204,POINT (-122.419204 37.775196)
1002,43.6910137,-70.2694636,POINT (-70.26946359999999 43.6910137)
1005,40.741179,-73.993182,POINT (-73.993182 40.741179)
1007,37.7705096,-122.4015807,POINT (-122.4015807 37.7705096)
1008,47.5989681,-122.3329036,POINT (-122.3329036 47.5989681)
1009,28.032975,-82.64611,POINT (-82.64610999999999 28.032975)
1010,40.7250495,-73.9970912,POINT (-73.9970912 40.7250495)
1011,42.3988457,-71.1404961,POINT (-71.14049609999999 42.3988457)
1012,40.746332,-73.982596,POINT (-73.982596 40.746332)
1015,37.518539,-122.254275,POINT (-122.254275 37.518539)
1016,47.3912899,8.5082891,POINT (8.508289100000001 47.3912899)
1017,37.7976785,-122.4018163,POINT (-122.4018163 37.7976785)
1018,37.40754,-122.010958,POINT (-122.010958 37.40754)
1019,42.391389,-71.270987,POINT (-71.27098700000001 42.391389)
1019,48.3295209,14.3194706,POINT (14.3194706 48.3295209)
1020,42.142261,-87.862305,POINT (-87.86230500000001 42.142261)
1021,52.143886,-106.6634565,POINT (-106.6634565 52.143886)
1022,30.387353,-97.753163,POINT (-97.753163 30.387353)
1024,39.905556,116.395833,POINT (116.395833 39.905556)
1025,40.090814,-88.239866,POINT (-88.23986600000001 40.090814)
1026,32.893366,-117.200035,POINT (-117.200035 32.893366)
1027,41.073034,-73.550452,POINT (-73.55045200000001 41.073034)
1029,33.852384,-84.380568,POINT (-84.380568 33.852384)
1030,33.946285,-118.38823,POINT (-118.38823 33.946285)
1031,37.536394,-122.326141,POINT (-122.326141 37.536394)
1031,39.755363,-105.008551,POINT (-105.008551 39.755363)
1033,37.390918,-122.080843,POINT (-122.080843 37.390918)
1034,47.582658,-122.135282,POINT (-122.135282 47.582658)
1035,40.7481039,-74.0353787,POINT (-74.0353787 40.7481039)
1038,37.2322135,-80.4164606,POINT (-80.41646059999999 37.2322135)
1039,38.6501668,-90.2598684,POINT (-90.2598684 38.6501668)
1039,40.7272544,-74.0057152,POINT (-74.0057152 40.7272544)
1042,45.546481,-122.9021288,POINT (-122.9021288 45.546481)
1045,37.3725243,-122.035963,POINT (-122.035963 37.3725243)
1050,37.9260091,-122.5162892,POINT (-122.5162892 37.9260091)
1051,39.97764,-105.13114,POINT (-105.13114 39.97764)
1052,37.410439,-122.016125,POINT (-122.016125 37.410439)
1053,52.494722,13.398514,POINT (13.398514 52.494722)
1053,35.868807,-78.615986,POINT (-78.61598600000001 35.868807)
1053,37.275604,-121.952034,POINT (-121.952034 37.275604)
1054,21.303049,-157.78907,POINT (-157.78907 21.303049)
1055,47.580235,-122.145038,POINT (-122.145038 47.580235)
1056,42.616152,-71.325869,POINT (-71.325869 42.616152)
1057,41.78942,-87.596232,POINT (-87.596232 41.78942)
1058,40.740441,-73.993376,POINT (-73.993376 40.740441)
1059,40.018145,-105.278109,POINT (-105.278109 40.018145)
1060,39.749671,-104.9998449,POINT (-104.9998449 39.749671)
1061,38.987594,-77.0974791,POINT (-77.0974791 38.987594)
1062,40.741276,-73.991561,POINT (-73.991561 40.741276)
1064,47.6174533,-122.2016685,POINT (-122.2016685 47.6174533)
1065,37.522281,-122.258139,POINT (-122.258139 37.522281)
1067,37.7899027,-122.4007846,POINT (-122.4007846 37.7899027)
1068,37.796843,-122.400346,POINT (-122.400346 37.796843)
1070,42.368633,-71.075305,POINT (-71.075305 42.368633)
1070,40.751478,-73.980305,POINT (-73.980305 40.751478)
1072,37.384239,-122.012475,POINT (-122.012475 37.384239)
1073,60.16441,24.910863,POINT (24.910863 60.16441)
1076,37.775196,-122.419204,POINT (-122.419204 37.775196)
1077,36.13996,-86.796377,POINT (-86.79637700000001 36.13996)
1078,59.337864,18.036587,POINT (18.036587 59.337864)
1079,37.776246,-122.4179223,POINT (-122.4179223 37.776246)
1080,37.7983181,-122.4000032,POINT (-122.4000032 37.7983181)
1081,37.390501,-122.081151,POINT (-122.081151 37.390501)
1082,41.916619,-87.686634,POINT (-87.686634 41.916619)
1083,34.0152942,-118.4965479,POINT (-118.4965479 34.0152942)
1083,34.012985,-118.49567,POINT (-118.49567 34.012985)
1083,30.3096936,-97.9390133,POINT (-97.9390133 30.3096936)
1083,34.4405218,-119.7445783,POINT (-119.7445783 34.4405218)
1084,32.037363,34.8003705,POINT (34.8003705 32.037363)
1087,40.058448,-105.278785,POINT (-105.278785 40.058448)
1087,51.5139758,-0.1230127,POINT (-0.1230127 51.5139758)
1088,30.355703,-97.797117,POINT (-97.797117 30.355703)
1089,37.5574,-122.301914,POINT (-122.301914 37.5574)
1091,34.111471,-118.174878,POINT (-118.174878 34.111471)
1092,37.379684,-121.97514,POINT (-121.97514 37.379684)
1092,45.343475,-75.7186146,POINT (-75.7186146 45.343475)
1092,51.461674,-0.93391,POINT (-0.93391 51.461674)
1092,48.8386994,2.2376715,POINT (2.2376715 48.8386994)
1092,48.1520662,11.6823188,POINT (11.6823188 48.1520662)
1093,37.580093,-122.347745,POINT (-122.347745 37.580093)
1094,41.406335,2.192023,POINT (2.192023 41.406335)
1095,51.001975,3.61682,POINT (3.61682 51.001975)
1096,28.757202,-81.334464,POINT (-81.334464 28.757202)
1097,37.7870923,-122.3999719,POINT (-122.3999719 37.7870923)
1098,40.730763,-74.000827,POINT (-74.000827 40.730763)
1099,34.005914,-118.488129,POINT (-118.488129 34.005914)
1100,37.401818,-122.050565,POINT (-122.050565 37.401818)
1101,27.913011,-82.702449,POINT (-82.702449 27.913011)
1103,49.2812342,-123.1043395,POINT (-123.1043395 49.2812342)
1104,37.418262,-122.087859,POINT (-122.087859 37.418262)
1106,37.334738,-121.891516,POINT (-121.891516 37.334738)
1106,42.355077,-71.056928,POINT (-71.056928 42.355077)
1107,42.352835,-71.0609612,POINT (-71.06096119999999 42.352835)
1108,37.352313,-121.967982,POINT (-121.967982 37.352313)
1109,37.764395,-122.401024,POINT (-122.401024 37.764395)
1110,37.78691,-122.404403,POINT (-122.404403 37.78691)
1110,40.741594,-73.990468,POINT (-73.99046800000001 40.741594)
1112,41.889832,-87.626718,POINT (-87.626718 41.889832)
1113,55.672869,12.558307,POINT (12.558307 55.672869)
1114,37.368878,-121.917236,POINT (-121.917236 37.368878)
1115,30.387353,-97.753163,POINT (-97.753163 30.387353)
1116,39.905556,116.395833,POINT (116.395833 39.905556)
1118,40.090814,-88.239866,POINT (-88.23986600000001 40.090814)
1119,32.893366,-117.200035,POINT (-117.200035 32.893366)
1121,37.536394,-122.326141,POINT (-122.326141 37.536394)
1121,39.755363,-105.008551,POINT (-105.008551 39.755363)
1122,41.073034,-73.550452,POINT (-73.55045200000001 41.073034)
1123,33.852384,-84.380568,POINT (-84.380568 33.852384)
1124,33.946285,-118.38823,POINT (-118.38823 33.946285)
1126,37.390918,-122.080843,POINT (-122.080843 37.390918)
1127,47.582658,-122.135282,POINT (-122.135282 47.582658)
1128,40.7481039,-74.0353787,POINT (-74.0353787 40.7481039)
1130,37.2322135,-80.4164606,POINT (-80.41646059999999 37.2322135)
1133,45.546481,-122.9021288,POINT (-122.9021288 45.546481)
1135,38.6501668,-90.2598684,POINT (-90.2598684 38.6501668)
1135,40.7272544,-74.0057152,POINT (-74.0057152 40.7272544)
1137,37.3725243,-122.035963,POINT (-122.035963 37.3725243)
1143,37.9260091,-122.5162892,POINT (-122.5162892 37.9260091)
1144,52.494722,13.398514,POINT (13.398514 52.494722)
1144,35.868807,-78.615986,POINT (-78.61598600000001 35.868807)
1144,37.275604,-121.952034,POINT (-121.952034 37.275604)
1145,39.97764,-105.13114,POINT (-105.13114 39.97764)
1146,37.410439,-122.016125,POINT (-122.016125 37.410439)
1147,21.303049,-157.78907,POINT (-157.78907 21.303049)
1148,47.580235,-122.145038,POINT (-122.145038 47.580235)
1149,42.616152,-71.325869,POINT (-71.325869 42.616152)
1150,41.78942,-87.596232,POINT (-87.596232 41.78942)
1151,40.740441,-73.993376,POINT (-73.993376 40.740441)
1152,40.018145,-105.278109,POINT (-105.278109 40.018145)
1153,39.749671,-104.9998449,POINT (-104.9998449 39.749671)
1154,40.741276,-73.991561,POINT (-73.991561 40.741276)
1155,38.987594,-77.0974791,POINT (-77.0974791 38.987594)
1157,47.6174533,-122.2016685,POINT (-122.2016685 47.6174533)
1158,37.522281,-122.258139,POINT (-122.258139 37.522281)
1160,37.7899027,-122.4007846,POINT (-122.4007846 37.7899027)
1162,37.796843,-122.400346,POINT (-122.400346 37.796843)
1163,42.368633,-71.075305,POINT (-71.075305 42.368633)
1163,40.751478,-73.980305,POINT (-73.980305 40.751478)
1165,37.384239,-122.012475,POINT (-122.012475 37.384239)
1166,60.16441,24.910863,POINT (24.910863 60.16441)
1169,37.775196,-122.419204,POINT (-122.419204 37.775196)
1170,59.337864,18.036587,POINT (18.036587 59.337864)
1171,36.13996,-86.796377,POINT (-86.79637700000001 36.13996)
1172,37.7983181,-122.4000032,POINT (-122.4000032 37.7983181)
1173,37.776246,-122.4179223,POINT (-122.4179223 37.776246)
1174,37.390501,-122.081151,POINT (-122.081151 37.390501)
1175,41.916619,-87.686634,POINT (-87.686634 41.916619)
1176,34.0152942,-118.4965479,POINT (-118.4965479 34.0152942)
1176,34.012985,-118.49567,POINT (-118.49567 34.012985)
1176,30.3096936,-97.9390133,POINT (-97.9390133 30.3096936)
1176,34.4405218,-119.7445783,POINT (-119.7445783 34.4405218)
1177,32.037363,34.8003705,POINT (34.8003705 32.037363)
1180,40.058448,-105.278785,POINT (-105.278785 40.058448)
1180,51.5139758,-0.1230127,POINT (-0.1230127 51.5139758)
1181,37.5574,-122.301914,POINT (-122.301914 37.5574)
1182,30.355703,-97.797117,POINT (-97.797117 30.355703)
1184,34.111471,-118.174878,POINT (-118.174878 34.111471)
1185,37.379684,-121.97514,POINT (-121.97514 37.379684)
1185,45.343475,-75.7186146,POINT (-75.7186146 45.343475)
1185,51.461674,-0.93391,POINT (-0.93391 51.461674)
1185,48.8386994,2.2376715,POINT (2.2376715 48.8386994)
1185,48.1520662,11.6823188,POINT (11.6823188 48.1520662)
1186,37.580093,-122.347745,POINT (-122.347745 37.580093)
1187,41.406335,2.192023,POINT (2.192023 41.406335)
1188,51.001975,3.61682,POINT (3.61682 51.001975)
1189,28.757202,-81.334464,POINT (-81.334464 28.757202)
1190,37.7870923,-122.3999719,POINT (-122.3999719 37.7870923)
1191,40.730763,-74.000827,POINT (-74.000827 40.730763)
1192,34.005914,-118.488129,POINT (-118.488129 34.005914)
1193,37.401818,-122.050565,POINT (-122.050565 37.401818)
1194,27.913011,-82.702449,POINT (-82.702449 27.913011)
1196,49.2812342,-123.1043395,POINT (-123.1043395 49.2812342)
1197,37.418262,-122.087859,POINT (-122.087859 37.418262)
1199,37.334738,-121.891516,POINT (-121.891516 37.334738)
1199,42.355077,-71.056928,POINT (-71.056928 42.355077)
1200,42.352835,-71.0609612,POINT (-71.06096119999999 42.352835)
1201,37.352313,-121.967982,POINT (-121.967982 37.352313)
1202,37.764395,-122.401024,POINT (-122.401024 37.764395)
1203,37.78691,-122.404403,POINT (-122.404403 37.78691)
1203,40.741594,-73.990468,POINT (-73.99046800000001 40.741594)
1205,41.889832,-87.626718,POINT (-87.626718 41.889832)
1206,55.672869,12.558307,POINT (12.558307 55.672869)
1207,37.368878,-121.917236,POINT (-121.917236 37.368878)
1208,43.474686,-80.521246,POINT (-80.521246 43.474686)
1209,33.426418,-111.9396,POINT (-111.9396 33.426418)
1210,39.658017,-105.084475,POINT (-105.084475 39.658017)
1212,40.733928,-73.991334,POINT (-73.99133399999999 40.733928)
1214,37.407311,-121.898605,POINT (-121.898605 37.407311)
1215,37.5758867,-122.3277578,POINT (-122.3277578 37.5758867)
1216,30.310978,-81.657707,POINT (-81.657707 30.310978)
1218,43.494754,-80.530888,POINT (-80.530888 43.494754)
1219,32.969251,-96.823778,POINT (-96.823778 32.969251)
1220,30.2729209,-97.7443863,POINT (-97.7443863 30.2729209)
1221,12.973784,77.64359,POINT (77.64359 12.973784)
1223,37.804619,-122.371203,POINT (-122.371203 37.804619)
1224,40.7568493,-73.9793465,POINT (-73.97934650000001 40.7568493)
1225,37.383526,-122.012808,POINT (-122.012808 37.383526)
1226,42.543932,-71.278698,POINT (-71.27869800000001 42.543932)
1227,37.419347,-122.089639,POINT (-122.089639 37.419347)
1228,42.358184,-71.106389,POINT (-71.10638899999999 42.358184)
1230,30.297775,-97.762921,POINT (-97.76292100000001 30.297775)
1231,30.2686147,-97.7404872,POINT (-97.7404872 30.2686147)
1232,30.392018,-97.848345,POINT (-97.84834499999999 30.392018)
1233,41.8965162,-87.643622,POINT (-87.64362199999999 41.8965162)
1234,37.79402,-122.4031242,POINT (-122.4031242 37.79402)
1235,47.6130554,-122.1967108,POINT (-122.1967108 47.6130554)
1236,37.51821,-122.044025,POINT (-122.044025 37.51821)
1237,40.740308,-74.007199,POINT (-74.007199 40.740308)
1238,37.571318,-122.267962,POINT (-122.267962 37.571318)
1239,47.614761,-122.198904,POINT (-122.198904 47.614761)
1240,42.3584308,-71.0597732,POINT (-71.0597732 42.3584308)
1241,40.1128,-88.271074,POINT (-88.271074 40.1128)
1242,37.779624,-122.391236,POINT (-122.391236 37.779624)
1245,50.831147,4.33511,POINT (4.33511 50.831147)
1246,34.141876,-118.132377,POINT (-118.132377 34.141876)
1247,33.84406,-118.322959,POINT (-118.322959 33.84406)
1248,40.250096,-111.643179,POINT (-111.643179 40.250096)
1250,37.775196,-122.419204,POINT (-122.419204 37.775196)
1251,32.897274,-117.201076,POINT (-117.201076 32.897274)
1254,37.782163,-122.400591,POINT (-122.400591 37.782163)
1255,37.4942858,-121.9814354,POINT (-121.9814354 37.4942858)
1256,40.738143,-74.008159,POINT (-74.00815900000001 40.738143)
1258,40.0018743,-75.2747196,POINT (-75.2747196 40.0018743)
1259,42.492256,-71.134549,POINT (-71.13454900000001 42.492256)
1260,47.389909,8.516049,POINT (8.516049000000001 47.389909)
1261,37.444098,-122.161287,POINT (-122.161287 37.444098)
1263,37.3987372,-122.0497918,POINT (-122.0497918 37.3987372)
1265,37.763293,-122.410752,POINT (-122.410752 37.763293)
1266,37.458766,-122.172519,POINT (-122.172519 37.458766)
1267,37.55911,-122.303493,POINT (-122.303493 37.55911)
1267,42.508719,-71.144313,POINT (-71.144313 42.508719)
1268,39.914281,-86.076478,POINT (-86.07647799999999 39.914281)
1270,38.916336,-77.230488,POINT (-77.23048799999999 38.916336)
1271,37.320052,-121.877636,POINT (-121.877636 37.320052)
1272,37.406027,-121.918642,POINT (-121.918642 37.406027)
1272,28.635308,77.22496,POINT (77.22496 28.635308)
1272,19.0759837,72.8776559,POINT (72.87765589999999 19.0759837)
1273,37.5783417,-122.3497546,POINT (-122.3497546 37.5783417)
1274,52.5308516,13.3842605,POINT (13.3842605 52.5308516)
1275,37.420728,-122.2103414,POINT (-122.2103414 37.420728)
1278,37.369445,-121.967223,POINT (-121.967223 37.369445)
1280,37.563039,-122.277639,POINT (-122.277639 37.563039)
1281,39.9052263,-86.0547016,POINT (-86.0547016 39.9052263)
1282,36.002893,-78.904075,POINT (-78.90407500000001 36.002893)
1282,40.718888,-74.001169,POINT (-74.001169 40.718888)
1283,40.744594,-73.989698,POINT (-73.989698 40.744594)
1284,34.394343,-119.51231,POINT (-119.51231 34.394343)
1285,43.644678,-79.567221,POINT (-79.567221 43.644678)
1286,41.889183,-87.632519,POINT (-87.632519 41.889183)
1287,43.30758,5.387345,POINT (5.387345 43.30758)
1289,32.996571,-96.7562,POINT (-96.75620000000001 32.996571)
1290,52.482932,-1.893621,POINT (-1.893621 52.482932)
1290,-34.611781,-58.417309,POINT (-58.417309 -34.611781)
1291,37.55909,-122.321836,POINT (-122.321836 37.55909)
1292,53.3574412,-6.2567125,POINT (-6.2567125 53.3574412)
1295,18.9742904,72.8127265,POINT (72.8127265 18.9742904)
1296,29.973994,-90.082202,POINT (-90.082202 29.973994)
1299,37.391198,-121.93393,POINT (-121.93393 37.391198)
1300,51.5027669,-0.0925694,POINT (-0.0925694 51.5027669)
1303,32.873081,-117.2117395,POINT (-117.2117395 32.873081)
1304,19.017656,72.856178,POINT (72.856178 19.017656)
1304,12.971606,77.594376,POINT (77.594376 12.971606)
1305,35.7998482,-78.8722341,POINT (-78.8722341 35.7998482)
1307,51.5037471,-0.1010801,POINT (-0.1010801 51.5037471)
1308,41.8961282,-87.6371628,POINT (-87.6371628 41.8961282)
1309,38.898713,-77.022422,POINT (-77.02242200000001 38.898713)
1310,35.8455929,-78.8012482,POINT (-78.8012482 35.8455929)
1311,37.560236,-122.286752,POINT (-122.286752 37.560236)
1312,48.887534,2.356288,POINT (2.356288 48.887534)
1314,37.788115,-122.397141,POINT (-122.397141 37.788115)
1318,37.418616,-122.087417,POINT (-122.087417 37.418616)
1321,40.744618,-73.987764,POINT (-73.987764 40.744618)
1322,41.0662835,-73.8625452,POINT (-73.8625452 41.0662835)
1322,51.029415,7.850863,POINT (7.850863 51.029415)
1322,49.4605351,11.0823953,POINT (11.0823953 49.4605351)
1323,48.8926988,2.3179601,POINT (2.3179601 48.8926988)
1324,30.6324797,-86.9843446,POINT (-86.9843446 30.6324797)
1326,47.5827406,-122.1353561,POINT (-122.1353561 47.5827406)
1327,38.9916581,-76.879257,POINT (-76.879257 38.9916581)
1328,34.0342337,-118.4536137,POINT (-118.4536137 34.0342337)
1329,34.045845,-118.237811,POINT (-118.237811 34.045845)
1329,39.360128,-84.308653,POINT (-84.30865300000001 39.360128)
1330,37.3874345,-122.051793,POINT (-122.051793 37.3874345)
1331,43.068006,-89.39256,POINT (-89.39256 43.068006)
1332,33.776834,-84.3895875,POINT (-84.3895875 33.776834)
1334,37.40688,-121.980353,POINT (-121.980353 37.40688)
1337,37.377787,-122.029217,POINT (-122.029217 37.377787)
1338,37.628328,-122.420814,POINT (-122.420814 37.628328)
1340,41.8663418,12.4972454,POINT (12.4972454 41.8663418)
1341,44.6686534,-74.9822149,POINT (-74.9822149 44.6686534)
1342,37.485824,-122.212095,POINT (-122.212095 37.485824)
1343,55.6739617,12.5605372,POINT (12.5605372 55.6739617)
1344,42.3127142,-71.2252014,POINT (-71.2252014 42.3127142)
1345,38.6456907,-121.1268303,POINT (-121.1268303 38.6456907)
1346,37.386774,-121.987661,POINT (-121.987661 37.386774)
1347,42.4898278,-71.1993106,POINT (-71.1993106 42.4898278)
1348,34.070164,-84.058708,POINT (-84.058708 34.070164)
1350,40.4273613,-111.8967224,POINT (-111.8967224 40.4273613)
1351,47.651315,-122.3498959,POINT (-122.3498959 47.651315)
1352,38.872668,-77.367981,POINT (-77.367981 38.872668)
1353,32.9388917,-117.2398594,POINT (-117.2398594 32.9388917)
1354,34.144926,-118.149767,POINT (-118.149767 34.144926)
1354,33.877719,-117.924538,POINT (-117.924538 33.877719)
1355,37.7898499,-122.4006831,POINT (-122.4006831 37.7898499)
1356,42.055849,-87.694664,POINT (-87.694664 42.055849)
1357,51.5499708,-0.1815999,POINT (-0.1815999 51.5499708)
1357,28.5821195,77.3266991,POINT (77.3266991 28.5821195)
1358,40.756799,-73.9763479,POINT (-73.97634789999999 40.756799)
1361,37.506475,-122.259932,POINT (-122.259932 37.506475)
1363,42.7370219,-71.4872976,POINT (-71.48729760000001 42.7370219)
1365,37.409096,-121.943191,POINT (-121.943191 37.409096)
1367,42.486535,-71.115413,POINT (-71.115413 42.486535)
1367,52.3710089,4.9277653,POINT (4.9277653 52.3710089)
1368,58.3820542,26.731054,POINT (26.731054 58.3820542)
1369,59.3359806,18.075506,POINT (18.075506 59.3359806)
1370,40.7431836,-73.9935011,POINT (-73.9935011 40.7431836)
1371,37.3792486,-122.1151274,POINT (-122.1151274 37.3792486)
1372,30.27995,-97.807274,POINT (-97.80727400000001 30.27995)
1374,37.4187022,-122.0874129,POINT (-122.0874129 37.4187022)
1376,42.388133,-71.26322,POINT (-71.26322 42.388133)
1377,45.504407,-122.655545,POINT (-122.655545 45.504407)
1378,49.2599284,-122.9153695,POINT (-122.9153695 49.2599284)
1381,40.7277189,-73.9508211,POINT (-73.9508211 40.7277189)
1382,42.3472851,-71.0499948,POINT (-71.04999479999999 42.3472851)
1382,47.852479,-122.218976,POINT (-122.218976 47.852479)
1383,40.756054,-73.986951,POINT (-73.986951 40.756054)
1384,42.485102,-71.211568,POINT (-71.211568 42.485102)
1386,37.862592,-122.493561,POINT (-122.493561 37.862592)
1387,51.5441671,-0.1506897,POINT (-0.1506897 51.5441671)
1389,41.3215202,-72.9294232,POINT (-72.9294232 41.3215202)
1391,41.238038,-96.183033,POINT (-96.18303299999999 41.238038)
1392,42.4851017,-71.2089211,POINT (-71.2089211 42.4851017)
1393,38.691084,-90.354532,POINT (-90.35453200000001 38.691084)
1394,39.997754,-83.041781,POINT (-83.041781 39.997754)
1395,42.856515,-73.782775,POINT (-73.782775 42.856515)
1396,47.6504518,-122.3545086,POINT (-122.3545086 47.6504518)
1397,37.5383063,-122.2523918,POINT (-122.2523918 37.5383063)
1398,48.8687217,2.3593849,POINT (2.3593849 48.8687217)
1399,43.6490004,-79.3723339,POINT (-79.3723339 43.6490004)
1400,37.5455355,-122.3208802,POINT (-122.3208802 37.5455355)
1402,40.739867,-73.990024,POINT (-73.99002400000001 40.739867)
1403,37.4280877,-122.143368,POINT (-122.143368 37.4280877)
1404,37.3909185,-122.0808426,POINT (-122.0808426 37.3909185)
1405,37.553743,-122.300246,POINT (-122.300246 37.553743)
1407,48.8566667,2.3509871,POINT (2.3509871 48.8566667)
1408,37.3968262,-121.8957166,POINT (-121.8957166 37.3968262)
1409,49.2540299,-123.1152075,POINT (-123.1152075 49.2540299)
1410,59.4064174,17.9348818,POINT (17.9348818 59.4064174)
1412,39.9443552,-75.1257381,POINT (-75.12573810000001 39.9443552)
1413,37.536402,-122.325129,POINT (-122.325129 37.536402)
1413,45.530364,-122.841627,POINT (-122.841627 45.530364)
1415,33.9874429,-118.3846632,POINT (-118.3846632 33.9874429)
1417,40.554923,-111.9032625,POINT (-111.9032625 40.554923)
1418,37.770067,-122.407603,POINT (-122.407603 37.770067)
1419,37.7965781,-122.4022856,POINT (-122.4022856 37.7965781)
1421,40.705439,-74.012822,POINT (-74.012822 40.705439)
1422,37.785655,-122.398393,POINT (-122.398393 37.785655)
1424,30.389042,-97.756264,POINT (-97.756264 30.389042)
1426,37.4459832,-122.1490582,POINT (-122.1490582 37.4459832)
1427,40.760955,-73.968441,POINT (-73.968441 40.760955)
1428,12.9708947,77.5976747,POINT (77.5976747 12.9708947)
1428,42.062816,-88.034017,POINT (-88.03401700000001 42.062816)
1429,48.8545738,2.3216223,POINT (2.3216223 48.8545738)
1431,38.814329,-77.038605,POINT (-77.038605 38.814329)
1434,32.7161896,-117.168697,POINT (-117.168697 32.7161896)
1436,40.4225487,-3.6830316,POINT (-3.6830316 40.4225487)
1436,51.5480857,0.6553168,POINT (0.6553168 51.5480857)
1437,29.739322,-95.444747,POINT (-95.44474700000001 29.739322)
1438,53.3438298,-6.2689465,POINT (-6.2689465 53.3438298)
1439,40.738954,-73.992,POINT (-73.992 40.738954)
1440,42.052004,-88.144397,POINT (-88.144397 42.052004)
1441,44.98983,-93.2743,POINT (-93.2743 44.98983)
1442,47.6018054,-122.3342382,POINT (-122.3342382 47.6018054)
1443,37.400367,-121.985711,POINT (-121.985711 37.400367)
1445,37.4102801,-121.9210492,POINT (-121.9210492 37.4102801)
1446,40.769375,-73.982635,POINT (-73.982635 40.769375)
1447,38.94794,-77.347961,POINT (-77.347961 38.94794)
1448,51.518101,-0.468617,POINT (-0.468617 51.518101)
1450,37.4123706,-122.0216271,POINT (-122.0216271 37.4123706)
1451,39.7605421,-84.1949463,POINT (-84.1949463 39.7605421)
1452,45.519179,-122.677001,POINT (-122.677001 45.519179)
1453,41.396813,-81.456144,POINT (-81.45614399999999 41.396813)
1454,37.552806,-122.2916021,POINT (-122.2916021 37.552806)
1455,37.791564,-122.399981,POINT (-122.399981 37.791564)
1456,47.6136485,-122.3371174,POINT (-122.3371174 47.6136485)
1457,37.560155,-122.285588,POINT (-122.285588 37.560155)
1458,32.783932,-79.999591,POINT (-79.999591 32.783932)
1458,40.746944,-73.983926,POINT (-73.983926 40.746944)
1459,40.737216,-73.990947,POINT (-73.99094700000001 40.737216)
1460,34.0497638,-118.2474287,POINT (-118.2474287 34.0497638)
1462,42.3663257,-71.0917952,POINT (-71.09179520000001 42.3663257)
1463,33.84406,-118.322959,POINT (-118.322959 33.84406)
1464,42.6555302,-71.1455618,POINT (-71.1455618 42.6555302)
1465,37.477944,-122.151234,POINT (-122.151234 37.477944)
1466,37.381034,-121.971487,POINT (-121.971487 37.381034)
1467,37.421692,-121.894156,POINT (-121.894156 37.421692)
1469,26.2341552,-80.1540226,POINT (-80.1540226 26.2341552)
1470,37.3821368,-121.970505,POINT (-121.970505 37.3821368)
1471,37.3941256,-122.0797269,POINT (-122.0797269 37.3941256)
1472,37.3949615,-122.1425097,POINT (-122.1425097 37.3949615)
1475,39.8705647,-86.2374314,POINT (-86.23743140000001 39.8705647)
1476,40.718033,-111.81104,POINT (-111.81104 40.718033)
1477,39.6478,-104.9875,POINT (-104.9875 39.6478)
1480,-34.4942649,-58.5511077,POINT (-58.5511077 -34.4942649)
1481,37.382376,-122.037607,POINT (-122.037607 37.382376)
1482,37.394392,-122.04221,POINT (-122.04221 37.394392)
1483,40.756054,-73.986951,POINT (-73.986951 40.756054)
1484,37.775196,-122.419204,POINT (-122.419204 37.775196)
1485,38.946532,-77.340436,POINT (-77.340436 38.946532)
1485,37.791402,-122.402844,POINT (-122.402844 37.791402)
1485,51.4918451,-0.2617681,POINT (-0.2617681 51.4918451)
1486,37.381876,-121.95993,POINT (-121.95993 37.381876)
1487,37.431941,-122.103076,POINT (-122.103076 37.431941)
1488,37.3915589,-122.0702643,POINT (-122.0702643 37.3915589)
1489,39.9443552,-75.1257381,POINT (-75.12573810000001 39.9443552)
1490,37.3521697,-122.0622892,POINT (-122.0622892 37.3521697)
1493,37.390956,-122.032795,POINT (-122.032795 37.390956)
1494,37.390233,-122.033741,POINT (-122.033741 37.390233)
1495,35.966068,-115.118671,POINT (-115.118671 35.966068)
1496,37.7652755,-122.4204782,POINT (-122.4204782 37.7652755)
1497,37.430025,-122.09998,POINT (-122.09998 37.430025)
1497,-33.874864,151.219149,POINT (151.219149 -33.874864)
1498,37.328686,-121.89426,POINT (-121.89426 37.328686)
1499,42.4837924,-71.1943142,POINT (-71.19431419999999 42.4837924)
